Xindex, Description, Lowerbound, Upperbound, ScaleFactor, Value
48,j1p0MGALT: step 16 control magnitude,0,1,1.000000018043
49,j1p0MGALT: step 17 control magnitude,0,1,1.000000043435
50,j1p0MGALT: step 18 control magnitude,0,1,0.0005977507580433
51,j1p0MGALT: step 19 control magnitude,0,1,0.3909963396268
52,j1p0MGALT: match point x,-1e-13,1e-13,-7.622176531064e-06
53,j1p0MGALT: match point y,-1e-13,1e-13,2.481874292934e-06
54,j1p0MGALT: match point z,-1e-13,1e-13,1.792985898814e-06
55,j1p0MGALT: match point xdot,-1e-13,1e-13,-5.290058824771e-06
56,j1p0MGALT: match point ydot,-1e-13,1e-13,-7.591068359895e-06
57,j1p0MGALT: match point zdot,-1e-13,1e-13,-4.617713266397e-06
58,j1p0MGALT: match point mass,-1e-13,1e-13,2.865338491802e-07
59,j1p0MGALT: match point virtual chemical fuel,-1e-13,1e-13,0
60,j1p0MGALT: match point virtual electric propellant,-1e-13,1e-13,-2.865338490722e-07
61,Mission flight time bounds,0,1,0.9752114194486
